,dt,exchangetimestamp,product,openinterest,clearedvolume
22203,2024-10-21,2024-10-21 09:35:36.867484645 America/New_York,ESU5,20,0
22204,2024-10-21,2024-10-21 09:35:36.867484645 America/New_York,ESZ4,2148439,952612
22205,2024-10-21,2024-10-21 09:35:36.867484645 America/New_York,ESZ5,935,0
22206,2024-10-21,2024-10-21 09:35:36.867484645 America/New_York,ESZ6,105,0
22207,2024-10-22,2024-10-21 21:22:28.231442025 America/New_York,ESH5,32506,1332
22208,2024-10-22,2024-10-21 21:22:28.231442025 America/New_York,ESM5,670,112
22209,2024-10-22,2024-10-21 21:22:28.231442025 America/New_York,ESU5,20,0
22210,2024-10-22,2024-10-21 21:22:28.231442025 America/New_York,ESZ4,2157928,1063780
22211,2024-10-22,2024-10-21 21:22:28.231442025 America/New_York,ESZ5,935,0
22212,2024-10-22,2024-10-21 21:22:28.231442025 America/New_York,ESZ6,105,0
22213,2024-10-22,2024-10-22 09:28:21.048577319 America/New_York,ESH5,32505,1332
22214,2024-10-22,2024-10-22 09:28:21.048577319 America/New_York,ESM5,670,112
22215,2024-10-22,2024-10-22 09:28:21.048577319 America/New_York,ESU5,20,0
22216,2024-10-22,2024-10-22 09:28:21.048577319 America/New_York,ESZ4,2157200,1063780
22217,2024-10-22,2024-10-22 09:28:21.048577319 America/New_York,ESZ5,935,0
22218,2024-10-22,2024-10-22 09:28:21.048577319 America/New_York,ESZ6,105,0
22219,2024-10-23,2024-10-22 21:23:58.689947887 America/New_York,ESH5,32818,1153
22220,2024-10-23,2024-10-22 21:23:58.689947887 America/New_York,ESM5,670,61
22221,2024-10-23,2024-10-22 21:23:58.689947887 America/New_York,ESU5,22,0
22222,2024-10-23,2024-10-22 21:23:58.689947887 America/New_York,ESZ4,2153455,1033296
22223,2024-10-23,2024-10-22 21:23:58.689947887 America/New_York,ESZ5,935,0
22224,2024-10-23,2024-10-22 21:23:58.689947887 America/New_York,ESZ6,105,0
22225,2024-10-23,2024-10-23 09:28:24.669091873 America/New_York,ESH5,32818,1153
22226,2024-10-23,2024-10-23 09:28:24.669091873 America/New_York,ESM5,670,61
22227,2024-10-23,2024-10-23 09:28:24.669091873 America/New_York,ESU5,22,0
22228,2024-10-23,2024-10-23 09:28:24.669091873 America/New_York,ESZ4,2152136,1033296
22229,2024-10-23,2024-10-23 09:28:24.669091873 America/New_York,ESZ5,935,0
22230,2024-10-23,2024-10-23 09:28:24.669091873 America/New_York,ESZ6,105,0
22231,2024-10-24,2024-10-23 21:34:14.178138949 America/New_York,ESH5,33435,1876
22232,2024-10-24,2024-10-23 21:34:14.178138949 America/New_York,ESM5,677,79
22233,2024-10-24,2024-10-23 21:34:14.178138949 America/New_York,ESU5,22,6
22234,2024-10-24,2024-10-23 21:34:14.178138949 America/New_York,ESZ4,2137257,1468269
22235,2024-10-24,2024-10-23 21:34:14.178138949 America/New_York,ESZ5,935,0
22236,2024-10-24,2024-10-23 21:34:14.178138949 America/New_York,ESZ6,105,0
22237,2024-10-24,2024-10-24 09:36:13.817732533 America/New_York,ESH5,33435,1876
22238,2024-10-24,2024-10-24 09:36:13.817732533 America/New_York,ESM5,677,79
22239,2024-10-24,2024-10-24 09:36:13.817732533 America/New_York,ESU5,22,6
22240,2024-10-24,2024-10-24 09:36:13.817732533 America/New_York,ESZ4,2135945,1468269
22241,2024-10-24,2024-10-24 09:36:13.817732533 America/New_York,ESZ5,935,0
22242,2024-10-24,2024-10-24 09:36:13.817732533 America/New_York,ESZ6,105,0
22243,2024-10-25,2024-10-24 21:27:12.598651639 America/New_York,ESH5,34473,2550
22244,2024-10-25,2024-10-24 21:27:12.598651639 America/New_York,ESM5,671,32
22245,2024-10-25,2024-10-24 21:27:12.598651639 America/New_York,ESU5,22,0
22246,2024-10-25,2024-10-24 21:27:12.598651639 America/New_York,ESZ4,2159150,1159448
22247,2024-10-25,2024-10-24 21:27:12.598651639 America/New_York,ESZ5,936,1
22248,2024-10-25,2024-10-24 21:27:12.598651639 America/New_York,ESZ6,105,0
22249,2024-10-25,2024-10-25 09:28:22.683056663 America/New_York,ESH5,34473,2550
22250,2024-10-25,2024-10-25 09:28:22.683056663 America/New_York,ESM5,671,32
22251,2024-10-25,2024-10-25 09:28:22.683056663 America/New_York,ESU5,22,0
22252,2024-10-25,2024-10-25 09:28:22.683056663 America/New_York,ESZ4,2158740,1159448
22253,2024-10-25,2024-10-25 09:28:22.683056663 America/New_York,ESZ5,936,1
22254,2024-10-25,2024-10-25 09:28:22.683056663 America/New_York,ESZ6,105,0
22255,2024-10-27,2024-10-27 15:21:55.733517255 America/New_York,ESH5,34859,1650
22256,2024-10-27,2024-10-27 15:21:55.733517255 America/New_York,ESM5,672,35
22257,2024-10-27,2024-10-27 15:21:55.733517255 America/New_York,ESU5,22,0
22258,2024-10-27,2024-10-27 15:21:55.733517255 America/New_York,ESZ4,2147311,1368245
22259,2024-10-27,2024-10-27 15:21:55.733517255 America/New_York,ESZ5,1734,4
22260,2024-10-27,2024-10-27 15:21:55.733517255 America/New_York,ESZ6,105,0
22261,2024-10-28,2024-10-28 09:36:27.445967667 America/New_York,ESH5,34859,1650
22262,2024-10-28,2024-10-28 09:36:27.445967667 America/New_York,ESM5,672,35
22263,2024-10-28,2024-10-28 09:36:27.445967667 America/New_York,ESU5,22,0
22264,2024-10-28,2024-10-28 09:36:27.445967667 America/New_York,ESZ4,2146261,1368245
22265,2024-10-28,2024-10-28 09:36:27.445967667 America/New_York,ESZ5,1734,4
22266,2024-10-28,2024-10-28 09:36:27.445967667 America/New_York,ESZ6,105,0
22267,2024-10-29,2024-10-28 21:25:54.466391613 America/New_York,ESH5,35385,1672
22268,2024-10-29,2024-10-28 21:25:54.466391613 America/New_York,ESM5,673,16
22269,2024-10-29,2024-10-28 21:25:54.466391613 America/New_York,ESU5,24,6
22270,2024-10-29,2024-10-28 21:25:54.466391613 America/New_York,ESZ4,2148183,1017440
22271,2024-10-29,2024-10-28 21:25:54.466391613 America/New_York,ESZ5,936,0
22272,2024-10-29,2024-10-28 21:25:54.466391613 America/New_York,ESZ6,105,0
22273,2024-10-29,2024-10-29 10:07:56.964109689 America/New_York,ESH5,35384,1672
22274,2024-10-29,2024-10-29 10:07:56.964109689 America/New_York,ESM5,673,16
22275,2024-10-29,2024-10-29 10:07:56.964109689 America/New_York,ESU5,24,6
22276,2024-10-29,2024-10-29 10:07:56.964109689 America/New_York,ESZ4,2147226,1017440
22277,2024-10-29,2024-10-29 10:07:56.964109689 America/New_York,ESZ5,936,0
22278,2024-10-29,2024-10-29 10:07:56.964109689 America/New_York,ESZ6,105,0
22279,2024-10-30,2024-10-29 22:26:50.364130253 America/New_York,ESH5,35995,1304
22280,2024-10-30,2024-10-29 22:26:50.364130253 America/New_York,ESM5,671,27
22281,2024-10-30,2024-10-29 22:26:50.364130253 America/New_York,ESU5,24,0
22282,2024-10-30,2024-10-29 22:26:50.364130253 America/New_York,ESZ4,2131765,1195753
22283,2024-10-30,2024-10-29 22:26:50.364130253 America/New_York,ESZ5,936,0
22284,2024-10-30,2024-10-29 22:26:50.364130253 America/New_York,ESZ6,105,0
22285,2024-10-30,2024-10-30 09:46:15.848088839 America/New_York,ESH5,35920,1304
22286,2024-10-30,2024-10-30 09:46:15.848088839 America/New_York,ESM5,671,27
22287,2024-10-30,2024-10-30 09:46:15.848088839 America/New_York,ESU5,24,0
22288,2024-10-30,2024-10-30 09:46:15.848088839 America/New_York,ESZ4,2130707,1195753
22289,2024-10-30,2024-10-30 09:46:15.848088839 America/New_York,ESZ5,936,0
22290,2024-10-30,2024-10-30 09:46:15.848088839 America/New_York,ESZ6,105,0
22291,2024-10-31,2024-10-30 21:28:15.571226755 America/New_York,ESH5,36490,3195
22292,2024-10-31,2024-10-30 21:28:15.571226755 America/New_York,ESM5,673,43
22293,2024-10-31,2024-10-30 21:28:15.571226755 America/New_York,ESU5,25,1
22294,2024-10-31,2024-10-30 21:28:15.571226755 America/New_York,ESZ4,2183840,1347170
22295,2024-10-31,2024-10-30 21:28:15.571226755 America/New_York,ESZ5,936,0
22296,2024-10-31,2024-10-30 21:28:15.571226755 America/New_York,ESZ6,105,0
22297,2024-10-31,2024-10-31 09:29:37.603736421 America/New_York,ESH5,36440,3195
22298,2024-10-31,2024-10-31 09:29:37.603736421 America/New_York,ESM5,673,43
22299,2024-10-31,2024-10-31 09:29:37.603736421 America/New_York,ESU5,25,1
22300,2024-10-31,2024-10-31 09:29:37.603736421 America/New_York,ESZ4,2132023,1347170
22301,2024-10-31,2024-10-31 09:29:37.603736421 America/New_York,ESZ5,936,0
22302,2024-10-31,2024-10-31 09:29:37.603736421 America/New_York,ESZ6,105,0
22303,2024-11-01,2024-10-31 21:51:06.853002799 America/New_York,ESH5,36777,2186
22304,2024-11-01,2024-10-31 21:51:06.853002799 America/New_York,ESM5,694,43
22305,2024-11-01,2024-10-31 21:51:06.853002799 America/New_York,ESU5,26,1
22306,2024-11-01,2024-10-31 21:51:06.853002799 America/New_York,ESZ4,2113517,1973513
22307,2024-11-01,2024-10-31 21:51:06.853002799 America/New_York,ESZ5,936,0
22308,2024-11-01,2024-10-31 21:51:06.853002799 America/New_York,ESZ6,105,0
22309,2024-11-01,2024-11-01 10:25:31.595017797 America/New_York,ESH5,36777,2186
22310,2024-11-01,2024-11-01 10:25:31.595017797 America/New_York,ESM5,694,43
22311,2024-11-01,2024-11-01 10:25:31.595017797 America/New_York,ESU5,26,1
22312,2024-11-01,2024-11-01 10:25:31.595017797 America/New_York,ESZ4,2112663,1973513
22313,2024-11-01,2024-11-01 10:25:31.595017797 America/New_York,ESZ5,936,0
22314,2024-11-01,2024-11-01 10:25:31.595017797 America/New_York,ESZ6,105,0
22315,2024-11-03,2024-11-03 13:30:33.770692703 America/New_York,ESH5,37268,1874
22316,2024-11-03,2024-11-03 13:30:33.770692703 America/New_York,ESM5,684,31
22317,2024-11-03,2024-11-03 13:30:33.770692703 America/New_York,ESU5,26,0
22318,2024-11-03,2024-11-03 13:30:33.770692703 America/New_York,ESZ4,2101452,1592031
22319,2024-11-03,2024-11-03 13:30:33.770692703 America/New_York,ESZ5,936,0
22320,2024-11-03,2024-11-03 13:30:33.770692703 America/New_York,ESZ6,105,0
22321,2024-11-04,2024-11-04 09:51:12.988824537 America/New_York,ESH5,37268,1874
22322,2024-11-04,2024-11-04 09:51:12.988824537 America/New_York,ESM5,684,31
22323,2024-11-04,2024-11-04 09:51:12.988824537 America/New_York,ESU5,26,0
22324,2024-11-04,2024-11-04 09:51:12.988824537 America/New_York,ESZ4,2100234,1592031
22325,2024-11-04,2024-11-04 09:51:12.988824537 America/New_York,ESZ5,936,0
22326,2024-11-04,2024-11-04 09:51:12.988824537 America/New_York,ESZ6,105,0
22327,2024-11-05,2024-11-04 21:39:27.495019589 America/New_York,ESH5,38438,3436
22328,2024-11-05,2024-11-04 21:39:27.495019589 America/New_York,ESM5,741,139
22329,2024-11-05,2024-11-04 21:39:27.495019589 America/New_York,ESU5,27,1
22330,2024-11-05,2024-11-04 21:39:27.495019589 America/New_York,ESZ4,2132412,1333685
22331,2024-11-05,2024-11-04 21:39:27.495019589 America/New_York,ESZ5,1074,138
22332,2024-11-05,2024-11-04 21:39:27.495019589 America/New_York,ESZ6,105,0
22333,2024-11-05,2024-11-05 10:00:10.927177845 America/New_York,ESH5,38438,3436
22334,2024-11-05,2024-11-05 10:00:10.927177845 America/New_York,ESM5,741,139
22335,2024-11-05,2024-11-05 10:00:10.927177845 America/New_York,ESU5,27,1
22336,2024-11-05,2024-11-05 10:00:10.927177845 America/New_York,ESZ4,2131243,1333685
22337,2024-11-05,2024-11-05 10:00:10.927177845 America/New_York,ESZ5,1074,138
22338,2024-11-05,2024-11-05 10:00:10.927177845 America/New_York,ESZ6,105,0
22339,2024-11-06,2024-11-05 21:23:16.377495381 America/New_York,ESH5,39681,2997
22340,2024-11-06,2024-11-05 21:23:16.377495381 America/New_York,ESM5,606,174
22341,2024-11-06,2024-11-05 21:23:16.377495381 America/New_York,ESU5,27,2
22342,2024-11-06,2024-11-05 21:23:16.377495381 America/New_York,ESZ4,2099880,1198797
22343,2024-11-06,2024-11-05 21:23:16.377495381 America/New_York,ESZ5,1074,0
22344,2024-11-06,2024-11-05 21:23:16.377495381 America/New_York,ESZ6,105,0
22345,2024-11-06,2024-11-06 09:28:53.913276509 America/New_York,ESH5,39681,2997
22346,2024-11-06,2024-11-06 09:28:53.913276509 America/New_York,ESM5,606,174
22347,2024-11-06,2024-11-06 09:28:53.913276509 America/New_York,ESU5,27,2
22348,2024-11-06,2024-11-06 09:28:53.913276509 America/New_York,ESZ4,2098958,1198797
22349,2024-11-06,2024-11-06 09:28:53.913276509 America/New_York,ESZ5,1074,0
22350,2024-11-06,2024-11-06 09:28:53.913276509 America/New_York,ESZ6,105,0
22351,2024-11-07,2024-11-06 22:42:05.628517945 America/New_York,ESH5,39809,9236
22352,2024-11-07,2024-11-06 22:42:05.628517945 America/New_York,ESM5,597,100
22353,2024-11-07,2024-11-06 22:42:05.628517945 America/New_York,ESU5,27,0
22354,2024-11-07,2024-11-06 22:42:05.628517945 America/New_York,ESZ4,2144109,2023257
22355,2024-11-07,2024-11-06 22:42:05.628517945 America/New_York,ESZ5,1074,0
22356,2024-11-07,2024-11-06 22:42:05.628517945 America/New_York,ESZ6,105,0
22357,2024-11-07,2024-11-07 09:48:48.417466903 America/New_York,ESH5,39809,9236
22358,2024-11-07,2024-11-07 09:48:48.417466903 America/New_York,ESM5,597,100
22359,2024-11-07,2024-11-07 09:48:48.417466903 America/New_York,ESU5,27,0
22360,2024-11-07,2024-11-07 09:48:48.417466903 America/New_York,ESZ4,2139008,2023257
22361,2024-11-07,2024-11-07 09:48:48.417466903 America/New_York,ESZ5,1074,0
22362,2024-11-07,2024-11-07 09:48:48.417466903 America/New_York,ESZ6,105,0
22363,2024-11-08,2024-11-07 21:44:48.203339701 America/New_York,ESH5,40412,7060
22364,2024-11-08,2024-11-07 21:44:48.203339701 America/New_York,ESM5,731,244
22365,2024-11-08,2024-11-07 21:44:48.203339701 America/New_York,ESU5,27,1
22366,2024-11-08,2024-11-07 21:44:48.203339701 America/New_York,ESZ4,2152958,1285585
22367,2024-11-08,2024-11-07 21:44:48.203339701 America/New_York,ESZ5,1076,3
22368,2024-11-08,2024-11-07 21:44:48.203339701 America/New_York,ESZ6,105,0
22369,2024-11-08,2024-11-08 09:26:59.418039809 America/New_York,ESH5,39590,7060
22370,2024-11-08,2024-11-08 09:26:59.418039809 America/New_York,ESM5,731,244
22371,2024-11-08,2024-11-08 09:26:59.418039809 America/New_York,ESU5,27,1
22372,2024-11-08,2024-11-08 09:26:59.418039809 America/New_York,ESZ4,2146575,1285585
22373,2024-11-08,2024-11-08 09:26:59.418039809 America/New_York,ESZ5,1076,3
22374,2024-11-08,2024-11-08 09:26:59.418039809 America/New_York,ESZ6,105,0
22375,2024-11-10,2024-11-10 13:30:39.275794615 America/New_York,ESH5,40961,2624
22376,2024-11-10,2024-11-10 13:30:39.275794615 America/New_York,ESM5,773,88
22377,2024-11-10,2024-11-10 13:30:39.275794615 America/New_York,ESU5,27,0
22378,2024-11-10,2024-11-10 13:30:39.275794615 America/New_York,ESZ4,2179632,1184512
22379,2024-11-10,2024-11-10 13:30:39.275794615 America/New_York,ESZ5,1076,0
22380,2024-11-10,2024-11-10 13:30:39.275794615 America/New_York,ESZ6,105,0
22381,2024-11-11,2024-11-11 09:51:37.931721205 America/New_York,ESH5,40711,2624
22382,2024-11-11,2024-11-11 09:51:37.931721205 America/New_York,ESM5,773,88
22383,2024-11-11,2024-11-11 09:51:37.931721205 America/New_York,ESU5,27,0
22384,2024-11-11,2024-11-11 09:51:37.931721205 America/New_York,ESZ4,2176421,1184512
22385,2024-11-11,2024-11-11 09:51:37.931721205 America/New_York,ESZ5,1076,0
22386,2024-11-11,2024-11-11 09:51:37.931721205 America/New_York,ESZ6,105,0
22387,2024-11-12,2024-11-11 21:52:11.415608389 America/New_York,ESH5,41208,2896
22388,2024-11-12,2024-11-11 21:52:11.415608389 America/New_York,ESM5,782,31
22389,2024-11-12,2024-11-11 21:52:11.415608389 America/New_York,ESU5,27,0
22390,2024-11-12,2024-11-11 21:52:11.415608389 America/New_York,ESZ4,2196685,1069929
22391,2024-11-12,2024-11-11 21:52:11.415608389 America/New_York,ESZ5,1076,0
22392,2024-11-12,2024-11-11 21:52:11.415608389 America/New_York,ESZ6,105,0
22393,2024-11-12,2024-11-12 09:29:04.463456137 America/New_York,ESH5,41208,2896
22394,2024-11-12,2024-11-12 09:29:04.463456137 America/New_York,ESM5,782,31
22395,2024-11-12,2024-11-12 09:29:04.463456137 America/New_York,ESU5,27,0
22396,2024-11-12,2024-11-12 09:29:04.463456137 America/New_York,ESZ4,2195542,1069929
22397,2024-11-12,2024-11-12 09:29:04.463456137 America/New_York,ESZ5,1076,0
22398,2024-11-12,2024-11-12 09:29:04.463456137 America/New_York,ESZ6,105,0
22399,2024-11-13,2024-11-12 22:06:31.192119461 America/New_York,ESH5,42623,3858
22400,2024-11-13,2024-11-12 22:06:31.192119461 America/New_York,ESM5,781,18
22401,2024-11-13,2024-11-12 22:06:31.192119461 America/New_York,ESU5,27,2
22402,2024-11-13,2024-11-12 22:06:31.192119461 America/New_York,ESZ4,2191321,1407120
22403,2024-11-13,2024-11-12 22:06:31.192119461 America/New_York,ESZ5,1078,44
22404,2024-11-13,2024-11-12 22:06:31.192119461 America/New_York,ESZ6,105,0
22405,2024-11-13,2024-11-13 09:30:41.596634987 America/New_York,ESH5,42598,3858
22406,2024-11-13,2024-11-13 09:30:41.596634987 America/New_York,ESM5,781,18
22407,2024-11-13,2024-11-13 09:30:41.596634987 America/New_York,ESU5,27,2
22408,2024-11-13,2024-11-13 09:30:41.596634987 America/New_York,ESZ4,2190667,1407120
22409,2024-11-13,2024-11-13 09:30:41.596634987 America/New_York,ESZ5,1078,44
22410,2024-11-13,2024-11-13 09:30:41.596634987 America/New_York,ESZ6,105,0
22411,2024-11-14,2024-11-13 21:55:26.690393369 America/New_York,ESH5,44532,4919
22412,2024-11-14,2024-11-13 21:55:26.690393369 America/New_York,ESM5,945,232
22413,2024-11-14,2024-11-13 21:55:26.690393369 America/New_York,ESU5,28,2
22414,2024-11-14,2024-11-13 21:55:26.690393369 America/New_York,ESZ4,2213192,1445258
22415,2024-11-14,2024-11-13 21:55:26.690393369 America/New_York,ESZ5,1078,0
22416,2024-11-14,2024-11-13 21:55:26.690393369 America/New_York,ESZ6,105,0
22417,2024-11-14,2024-11-14 09:38:29.500961097 America/New_York,ESH5,44532,4919
22418,2024-11-14,2024-11-14 09:38:29.500961097 America/New_York,ESM5,945,232
22419,2024-11-14,2024-11-14 09:38:29.500961097 America/New_York,ESU5,28,2
22420,2024-11-14,2024-11-14 09:38:29.500961097 America/New_York,ESZ4,2212068,1445258
22421,2024-11-14,2024-11-14 09:38:29.500961097 America/New_York,ESZ5,1078,0
22422,2024-11-14,2024-11-14 09:38:29.500961097 America/New_York,ESZ6,105,0
22423,2024-11-15,2024-11-14 21:38:53.589619157 America/New_York,ESH5,46227,4908
22424,2024-11-15,2024-11-14 21:38:53.589619157 America/New_York,ESM5,1370,883
22425,2024-11-15,2024-11-14 21:38:53.589619157 America/New_York,ESU5,28,0
22426,2024-11-15,2024-11-14 21:38:53.589619157 America/New_York,ESZ4,2217843,1538927
22427,2024-11-15,2024-11-14 21:38:53.589619157 America/New_York,ESZ5,1078,0
22428,2024-11-15,2024-11-14 21:38:53.589619157 America/New_York,ESZ6,105,0
22429,2024-11-15,2024-11-15 09:47:44.868920101 America/New_York,ESH5,46127,4908
22430,2024-11-15,2024-11-15 09:47:44.868920101 America/New_York,ESM5,1370,883
22431,2024-11-15,2024-11-15 09:47:44.868920101 America/New_York,ESU5,28,0
22432,2024-11-15,2024-11-15 09:47:44.868920101 America/New_York,ESZ4,2212308,1538927
22433,2024-11-15,2024-11-15 09:47:44.868920101 America/New_York,ESZ5,1078,0
22434,2024-11-15,2024-11-15 09:47:44.868920101 America/New_York,ESZ6,105,0
22435,2024-11-17,2024-11-17 13:30:16.865470633 America/New_York,ESH5,51756,12313
22436,2024-11-17,2024-11-17 13:30:16.865470633 America/New_York,ESM5,1780,820
22437,2024-11-17,2024-11-17 13:30:16.865470633 America/New_York,ESU5,27,3
22438,2024-11-17,2024-11-17 13:30:16.865470633 America/New_York,ESZ4,2190894,2008339
22439,2024-11-17,2024-11-17 13:30:16.865470633 America/New_York,ESZ5,1079,1
22440,2024-11-17,2024-11-17 13:30:16.865470633 America/New_York,ESZ6,105,0
22441,2024-11-18,2024-11-18 09:29:32.493368641 America/New_York,ESH5,51657,12313
22442,2024-11-18,2024-11-18 09:29:32.493368641 America/New_York,ESM5,1780,820
22443,2024-11-18,2024-11-18 09:29:32.493368641 America/New_York,ESU5,27,3
22444,2024-11-18,2024-11-18 09:29:32.493368641 America/New_York,ESZ4,2184375,2008339
22445,2024-11-18,2024-11-18 09:29:32.493368641 America/New_York,ESZ5,1079,1
22446,2024-11-18,2024-11-18 09:29:32.493368641 America/New_York,ESZ6,105,0
22447,2024-11-19,2024-11-18 21:38:01.792813403 America/New_York,ESH5,62377,19017
22448,2024-11-19,2024-11-18 21:38:01.792813403 America/New_York,ESM5,1799,72
22449,2024-11-19,2024-11-18 21:38:01.792813403 America/New_York,ESU5,27,0
22450,2024-11-19,2024-11-18 21:38:01.792813403 America/New_York,ESZ4,2183121,1332326
22451,2024-11-19,2024-11-18 21:38:01.792813403 America/New_York,ESZ5,1079,0
22452,2024-11-19,2024-11-18 21:38:01.792813403 America/New_York,ESZ6,105,0
22453,2024-11-19,2024-11-19 09:29:38.128015219 America/New_York,ESH5,62377,19017
22454,2024-11-19,2024-11-19 09:29:38.128015219 America/New_York,ESM5,1799,72
22455,2024-11-19,2024-11-19 09:29:38.128015219 America/New_York,ESU5,27,0
22456,2024-11-19,2024-11-19 09:29:38.128015219 America/New_York,ESZ4,2182341,1332326
22457,2024-11-19,2024-11-19 09:29:38.128015219 America/New_York,ESZ5,1079,0
22458,2024-11-19,2024-11-19 09:29:38.128015219 America/New_York,ESZ6,105,0
22459,2024-11-20,2024-11-19 21:50:57.156415145 America/New_York,ESH5,79026,26572
22460,2024-11-20,2024-11-19 21:50:57.156415145 America/New_York,ESM5,1798,132
22461,2024-11-20,2024-11-19 21:50:57.156415145 America/New_York,ESU5,28,3
22462,2024-11-20,2024-11-19 21:50:57.156415145 America/New_York,ESZ4,2180678,1636346
22463,2024-11-20,2024-11-19 21:50:57.156415145 America/New_York,ESZ5,1079,0
22464,2024-11-20,2024-11-19 21:50:57.156415145 America/New_York,ESZ6,105,0
22465,2024-11-20,2024-11-20 10:01:01.986163163 America/New_York,ESH5,79022,26572
22466,2024-11-20,2024-11-20 10:01:01.986163163 America/New_York,ESM5,1798,132
22467,2024-11-20,2024-11-20 10:01:01.986163163 America/New_York,ESU5,28,3
22468,2024-11-20,2024-11-20 10:01:01.986163163 America/New_York,ESZ4,2177319,1636346
22469,2024-11-20,2024-11-20 10:01:01.986163163 America/New_York,ESZ5,1079,0
22470,2024-11-20,2024-11-20 10:01:01.986163163 America/New_York,ESZ6,105,0
22471,2024-11-21,2024-11-20 21:44:38.237077863 America/New_York,ESH5,84367,9219
22472,2024-11-21,2024-11-20 21:44:38.237077863 America/New_York,ESM5,1807,69
22473,2024-11-21,2024-11-20 21:44:38.237077863 America/New_York,ESU5,28,0
22474,2024-11-21,2024-11-20 21:44:38.237077863 America/New_York,ESZ4,2176803,1597257
22475,2024-11-21,2024-11-20 21:44:38.237077863 America/New_York,ESZ5,1079,0
22476,2024-11-21,2024-11-20 21:44:38.237077863 America/New_York,ESZ6,105,0
22477,2024-11-21,2024-11-21 09:27:44.673017673 America/New_York,ESH5,84217,9219
22478,2024-11-21,2024-11-21 09:27:44.673017673 America/New_York,ESM5,1807,69
22479,2024-11-21,2024-11-21 09:27:44.673017673 America/New_York,ESU5,28,0
22480,2024-11-21,2024-11-21 09:27:44.673017673 America/New_York,ESZ4,2174613,1597257
22481,2024-11-21,2024-11-21 09:27:44.673017673 America/New_York,ESZ5,1079,0
22482,2024-11-21,2024-11-21 09:27:44.673017673 America/New_York,ESZ6,105,0
22483,2024-11-22,2024-11-21 21:54:29.462360851 America/New_York,ESH5,92249,16556
22484,2024-11-22,2024-11-21 21:54:29.462360851 America/New_York,ESM5,1995,345
22485,2024-11-22,2024-11-21 21:54:29.462360851 America/New_York,ESU5,24,4
22486,2024-11-22,2024-11-21 21:54:29.462360851 America/New_York,ESZ4,2159109,1867101
22487,2024-11-22,2024-11-21 21:54:29.462360851 America/New_York,ESZ5,1109,30
22488,2024-11-22,2024-11-21 21:54:29.462360851 America/New_York,ESZ6,105,0
22489,2024-11-22,2024-11-22 09:29:08.936592711 America/New_York,ESH5,92210,16556
22490,2024-11-22,2024-11-22 09:29:08.936592711 America/New_York,ESM5,1995,345
22491,2024-11-22,2024-11-22 09:29:08.936592711 America/New_York,ESU5,24,4
22492,2024-11-22,2024-11-22 09:29:08.936592711 America/New_York,ESZ4,2157239,1867101
22493,2024-11-22,2024-11-22 09:29:08.936592711 America/New_York,ESZ5,1109,30
22494,2024-11-22,2024-11-22 09:29:08.936592711 America/New_York,ESZ6,105,0
22495,2024-11-24,2024-11-24 13:30:22.618340621 America/New_York,ESH5,97969,10002
22496,2024-11-24,2024-11-24 13:30:22.618340621 America/New_York,ESM5,2155,355
22497,2024-11-24,2024-11-24 13:30:22.618340621 America/New_York,ESU5,23,3
22498,2024-11-24,2024-11-24 13:30:22.618340621 America/New_York,ESZ4,2166868,1550734
22499,2024-11-24,2024-11-24 13:30:22.618340621 America/New_York,ESZ5,1109,0
22500,2024-11-24,2024-11-24 13:30:22.618340621 America/New_York,ESZ6,105,0
22501,2024-11-25,2024-11-25 09:29:56.459886365 America/New_York,ESH5,97936,10002
22502,2024-11-25,2024-11-25 09:29:56.459886365 America/New_York,ESM5,2155,355
22503,2024-11-25,2024-11-25 09:29:56.459886365 America/New_York,ESU5,23,3
22504,2024-11-25,2024-11-25 09:29:56.459886365 America/New_York,ESZ4,2165281,1550734
22505,2024-11-25,2024-11-25 09:29:56.459886365 America/New_York,ESZ5,1109,0
22506,2024-11-25,2024-11-25 09:29:56.459886365 America/New_York,ESZ6,105,0
22507,2024-11-26,2024-11-25 22:49:34.769478169 America/New_York,ESH5,105469,14295
22508,2024-11-26,2024-11-25 22:49:34.769478169 America/New_York,ESM5,2186,292
22509,2024-11-26,2024-11-25 22:49:34.769478169 America/New_York,ESU5,22,4
22510,2024-11-26,2024-11-25 22:49:34.769478169 America/New_York,ESZ4,2108588,1619917
22511,2024-11-26,2024-11-25 22:49:34.769478169 America/New_York,ESZ5,1131,45
22512,2024-11-26,2024-11-25 22:49:34.769478169 America/New_York,ESZ6,105,0
22513,2024-11-26,2024-11-26 09:28:44.492614301 America/New_York,ESH5,105439,14295
22514,2024-11-26,2024-11-26 09:28:44.492614301 America/New_York,ESM5,2186,292
22515,2024-11-26,2024-11-26 09:28:44.492614301 America/New_York,ESU5,22,4
22516,2024-11-26,2024-11-26 09:28:44.492614301 America/New_York,ESZ4,2133701,1619917
22517,2024-11-26,2024-11-26 09:28:44.492614301 America/New_York,ESZ5,1131,45
22518,2024-11-26,2024-11-26 09:28:44.492614301 America/New_York,ESZ6,105,0
22519,2024-11-27,2024-11-26 22:42:59.494995713 America/New_York,ESH5,110750,14126
22520,2024-11-27,2024-11-26 22:42:59.494995713 America/New_York,ESM5,2309,261
22521,2024-11-27,2024-11-26 22:42:59.494995713 America/New_York,ESU5,22,0
22522,2024-11-27,2024-11-26 22:42:59.494995713 America/New_York,ESZ4,2160346,1336843
